1	0.02999999933
2	0.05999999866
4	0.09000000358
8	0.126000002
16	0.1400000006
32	0.1599999964
64	0.1899999976
128	0.2199999988
256	0.25
512	0.3459999859
1024	0.3199999928
2048	0.3639999926
4096	0.4099999964
8192	0.4300000072
16384	0.400000006
32768	0.4410000145
65536	0.4889999926
131072	0.57099998
262144	0.5299999714
524288	0.5699999928
